公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
北京迈基诺基因科技股份有限公司,0.6186056306,2.8310068269,11,11,-7736.481177227,3.7927158657,6,0,3,400.2560526737,371.589584143,1.2329164575,0.1195445893,20.8649962413,0.0461408449,6188999.99999999,5228999.99999997,0.0976124233,0.0485766779,0.0241060057,0.7226761888,0.0258943161,2.382167447,0.2274336603,0.3657625621,0.1163429288,0.0608219657,-2.0850185756,0.6720133852,0.6127,1,16,9,0,0,0,0,0,0,0,10,0.6127,10,0
北京远大宏略科技股份有限公司,0,0,14,14,0,7.8319611279,0,0,1,860.9324358015,860.9324358015,6.1079523675,0.047120413,11.3228319783,0,14114000,378000.000000009,0.047120413,10442000,0.1992152213,-43395000,0.1662050743,43218000,0.7080043133,24.2253227437,0.610010154,0.1984840147,3.7864393944,0.1033279849,0,0,3,9,0,0,0,0,0,0,0,3,0.4464,10,0
北京远方动力可再生能源科技股份公司,1.370620658,3.4709395137,10,10,235.0322918148,0.8037403186,0,0,4,156.3385479455,123.4917633496,0.2817542456,-0.1767672679,55.4403529215,0,24846000,-50293999.9999999,-0.1767672679,0.0345168073,0.0484136851,0.2475700124,0.0920233863,4.8769473883,2.8433824958,6.6648143382,0.888110333,0.0431581196,1.1047600879,1.0247450298,0.1396,1,35,20,1,0,0,1,0,0,3,10,0.1141,0,0
北京邢钢焊网科技发展有限责任公司,0,0,11,11,0,1.2824300062,0,0,1,160.0365886233,147.5919209363,0.0264301565,-1.0916160293,43.8130031415,0.1529948848,63616000,-649803000,-0.8387476917,59131000,0.035976508,-2269213000,0.0595157694,30.5212269264,6.3265841593,2.7721022011,1.2786443201,0.0253942098,-27.7231962887,0.1913838395,0,0,16,3,0,9,0,1,1,5,37,1,1,0,0
北京邦天信息技术有限公司,1.4723981031,4.9797813933,12,12,87.0398875288,1.2992268824,3,0,2,113.733315268,111.8602731964,0.2021670128,0,43.4928803826,0,27694000,0,0,0.0695713573,0.0494533948,0.6163670183,0.0896723244,33.3419479741,4.5474003842,0.537492224,0.2716168866,0.0700998568,-1.0356696861,0.1027264813,0,0,28,33,0,0,0,0,0,0,1,5,0.405,10,0
北京金刚游戏科技股份有限公司,0.6657892122,2.0301535189,11,11,146.8008795867,1.4676271616,6,0,12,157.6996527138,157.6996527138,0.4863997959,-0.8406833587,33.3498906968,0,-32685000,-114016000,-0.8406833587,-0.2144076054,-0.0803728849,0.8967604592,-0.1126422278,13782000,0.1761187904,0.07148711,0.0338901361,-0.1691069942,-0.1298041327,1.3482330445,0,0,1,48,0,0,0,0,0,0,2,14,0.2889,10,0
北京金地沃克城市交通咨询有限公司,0.084035958,4515000,14,14,57.1511753016,1.6550732303,0,0,0,261.7126991086,261.7126991086,2.3241754433,-2.4989038678,37.6644344556,0,-36274000,-51300000,-2.4989038678,-8.0341067477,-0.6655169251,0.9944626812,-1.0676359783,10000,0.000301223,0.0128534539,0.0001834694,-0.8796682297,-0.3989395261,-0.3863086147,0,0,3,10,0,0,0,0,0,0,0,2,0.6,0,1
北京金山顶尖科技股份有限公司,0.8098454479,4.8012715227,6,6,194.8040563461,1.304544479,0,0,6,219.1941733502,124.9661146162,0.2855759207,-0.1824581758,43.3925233003,0,-1147494803000,-2179383976000,-0.1824581758,-0.0487360026,-0.0416864784,0.1625625296,-0.0663165866,1.5766866736,1.2464378107,13.194005517,0.6446745803,-0.0506744212,-2.1620483149,0.1145458565,0,0,7,49,0,2,0,0,0,0,6,11,0.4083,10,1
北京金控数据技术股份有限公司,0,0,10,10,0,0.9239634342,4,0,2,108.1697961833,57.0542579755,0.0828608252,-0.1417341986,51.9757982132,0.0095765259,1895999.99999999,-15723000,-0.1404679573,2050999.99999999,0.0088040268,-95440000,0.0198311788,1.6604119346,10.3886118958,0.9873322044,0.4371923678,0.0134505288,-0.6234033274,0.3495343948,0,0,45,46,0,0,0,0,0,0,0,20,0.1793,10,1
北京金泰得生物科技股份有限公司,0,0,9,9,0,2.5438125321,0,0,4,155.1734651226,148.4812274102,0.1257111941,0.2838877811,28.2181576986,0,-43883000,57729999.9999999,0.2838877811,-43756000,-0.0608933842,-505204000,-0.084585674,37.1194770285,4.5023885942,1.246998269,0.7009739768,-0.0721368335,0.8175530491,-0.1571152207,0.1536,1,9,12,0,0,0,0,0,0,4,19,0.198,10,0
北京金煤创业科技股份有限公司,1.7460917921,5.3582163815,12,12,44.5406188028,0.4073912333,0,0,1,119.2649960123,118.7039135849,0.0052680183,-0.0597531793,71.0541368546,0.057468905,1009000.00000001,-8540999.99999998,-0.0582689194,0.0030840038,0.0048911252,0.2484907522,0.0153735368,278.9248392458,8.1235425746,6.2455815326,1.0843755401,0.0034655795,-1.0347977104,0.4508091198,0.615,1,12,0,0,3,0,0,0,1,0,2,0.615,0,0
北京金至科技股份有限公司,1.2417788392,3.2828307367,10,10,373.9240970221,1.2007890813,0,0,1,218.0782185406,207.1547589293,0.2996929321,0.0174480188,45.4383706844,0,35816000,2931999.99999997,0.0174480188,0.0663200501,0.0968460673,0.2571561043,0.1495673549,18.2921650527,1.6922150292,99.9020827426,0.9079210627,0.0855309503,0.5411588481,0.1848092825,0,0,1,5,0,4,0,0,0,3,1,2,0.792,10,0
北京金良安科技有限公司,0,0,14,14,0,1.1449513004,0,0,1,209.4434824148,203.439421986,0.8428972102,-0.0438586002,46.6204554312,0,729999.999999999,-1468999.99999999,-0.0438586002,656999.999999999,0.0101609042,-89216000,0.0171316819,44.2426433403,2.4271489094,52.5528336959,1.2384054168,0.0074335814,5.2036555217,0.2486356799,0,0,0,0,0,0,0,0,0,0,0,3,0.85,0,0
北京金色农华种业科技股份有限公司,0,0,5,5,0,1.528749835,0,0,17,152.7641500076,46.9886053381,0.4212270992,0.6423663362,39.5454674092,0.0922495113,814429000,2130442000,0.5425694987,814379000,0.0820229912,-2535554000,0.1356688276,0.7225551022,1.4484959856,0.5212657468,0.2552851532,0.196759479,0.1435943617,0.0412685945,0,0,126,0,1,16,0,0,0,4,18,20,0.0622,0,1
北京金量威科技有限公司,0.360129866,20298000,12,12,5.0367233159,2.5125465446,0,0,1,73.4333064075,51.3745211976,0.0618990533,0.2691455785,28.4695845697,0,48000.0000000018,20658000,0.2691455785,0.0023647649,0.0001780415,0.8744703481,0.0002489033,0.1181265065,-0.0980824922,0.0093792353,0.0074183976,0.0011641443,-0.2182388609,0.2236024553,0,0,0,9,0,0,0,0,0,0,0,3,0.4,0,0
北京金雨科创自动化技术股份有限公司,1.589430862,4.5999997294,13,13,78200000,0.0240711668,0,0,1,25.7456828885,11.4599686028,0.0062794348,0.766614334,97.6494634645,0,-5900000,146500000,0.766614334,-0.0754475694,-0.030148186,0.2557544724,-1.2826086957,2.1245420467,-0.4087385512,0.3959044342,0.2963719964,-0.070154577,-6.3636305785,1.6589673688,0,0,13,8,0,0,0,0,0,0,0,8,0.44,10,0
北京鑫海莱光电科技有限公司,0.9038046172,1.6047197593,12,12,111.020385506,0.3798538137,0,0,0,137.4828688899,117.7935130196,0.2567382361,0.0201005025,72.471445125,0,7800000,8800000,0.0201005025,0.0101102941,0.0129117696,0.0900735292,0.0330727601,5.7331785878,3.0115782876,224.636261529,0.8180764761,0.0144981412,0.0428571367,-0.0824726609,0,0,4,0,0,1,0,1,0,1,0,2,0.55,0,0
北京鑫紫竹兴业医疗器械股份有限公司,1.166466582,12.6739124924,13,13,323.8885290127,2.2388250033,0,0,0,319.1570881226,74.5849297573,0.3333333291,0.0408684541,30.8753943218,0,58400000,3200000,0.0408684541,0.1481989703,0.2302839117,0.410634647,0.2464346834,0.8887728413,0.9918414861,45.9999875676,0.671135644,0.2547993008,0.7859326977,1.0015785241,0.891,1,0,0,0,0,0,0,0,0,0,4,0.891,10,0
北京钱粮科技有限公司,0,0,12,12,0,-0.2128845824,0,0,3,68.4602982668,68.4602982668,0.1321711631,-0.0925030199,127.051593906,0,-16244999.9999999,-2754000.00000009,-0.0925030199,-16244999.9999999,-0.6932531046,-1002863000,2.5627070516,1001081000,-106.6114064549,328.1155922269,42.7209899406,-0.0158856351,-30.3495672183,-0.0215049264,0,0,0,23,0,3,0,0,0,0,0,6,0.9293,10,0
北京银贝壳科技有限公司,3.2419718606,4.431703782,12,12,-2191.7044708124,0.1903044439,0,0,2,99.1809853348,99.1809853348,0.1412274322,0.0549923263,84.01212016,0,1569999.99999984,29275000,0.0549923263,0.0006952076,0.002477689,0.0645719303,0.0117463576,1599118000,-366.7702676079,15.1334177316,2.5236414097,0.0009180411,4.2039993177,4.1058797603,0,0,10,17,0,0,0,0,0,0,0,5,0.3,0,1
北京长城华冠汽车科技股份有限公司,0,0,8,8,0,1.2606379303,6,0,10,110.2794946642,86.0857747261,0.0918704277,-0.3101764414,44.2352550021,0,-133488000,-131231000,-0.3101764414,-135598000,-0.1395671253,-286744000,-0.2542344917,2.8013286166,6.5931800466,0.5853507164,0.2998024971,-0.230930517,-2.0366824345,1.0957438393,0,0,502,11,4,0,0,0,1,1,1,12,0.435,10,1
北京阜康仁生物制药科技有限公司,1.53220441,23.2580754737,10,10,-366.2279577849,0.4345527248,0,0,4,101.6101091473,86.8821272571,0.1889991807,0.0349866619,69.9735312435,0.0068892036,7097000.00000003,6584000.00000001,0.034881195,0.0207760203,0.0263093508,0.9991740073,0.0751509315,0,0,0,0,0.0247698224,0.5405146472,0.5504325054,0,0,418,0,0,1,1,0,0,0,0,3,0.5,0,0
北京隆科兴非开挖工程股份有限公司,0,0,9,9,0,1.1469224843,0,0,7,176.2081744784,123.8400313205,0.5268480991,0.3596538766,46.3985739618,0,141674000,270081000,0.3596538766,125903000,0.0875357591,-1299073000,0.1451292934,3.1781150668,2.183912501,4.2332204165,0.7722206771,0.0929623692,2.213997319,0.2553051877,0,0,40,1,0,1,0,5,0,1,0,17,0.46,10,0
北京雅康博生物科技有限公司,0.3228147818,0.8706129817,10,10,192846000,10.4858144928,8,0,5,1560.2105043224,1504.4399174698,4.1802605401,-9.0637256376,10.7139929613,0,-76114000,-347041000,-4.3527028176,-0.3946879873,-0.1022808052,0.9999999948,-0.1145541263,0,0,0,0,-76114000,-2.2607955011,0.9884912476,0,0,18,5,0,0,0,0,3,1,1,20,0.1866,10,1
北京雅迪力特航空新材料股份公司,0,0,12,12,0,1.5864842907,0,0,0,136.5004484305,115.535426009,0.0725381159,-0.3642869922,38.6406797987,0,13037000,-40618000,-0.3642869922,11031000,0.0451801383,-69376000,0.0623023224,2.904816782,1.6684603256,0.4979759127,0.2353200064,0.0860079557,-1.0246247125,0.4098184428,0,0,19,0,1,0,0,0,0,0,0,2,0.99,0,0
北京集光通达科技有限责任公司,0.8269099487,3.2045074759,14,14,-13451.9451945195,0.4287754367,0,0,0,142.5113239121,80.4457722601,0.1676815097,-0.0059226031,69.9895756684,0,50870000,-675999.999999988,-0.0059226031,0.337717274,0.3119327937,0.4256390018,0.9281583948,1.086249473,1.5858991471,183.6534996337,0.4718604337,0.6082308981,180.0313877887,1.3648834617,0,0,0,0,0,0,0,0,0,0,0,6,0.5121,0,0
北京集奥聚合科技有限公司,2.1010090679,6.4699833319,12,12,394559000,-0.5180953446,4,2,9,35.1822293163,35.1822293163,0.0767378946,-0.5616904395,207.5099276724,0,-13884000,-299818000,-0.5283192412,-0.7969327761,-0.0507682519,0.9999999975,1.0694554038,0,0,0,0,-13884000,-1.1064650361,-0.0552816936,0,0,80,23,0,4,0,0,0,3,1,0,0,10,1
北京集智达智能科技有限责任公司,0,0,7,7,0,0.6083901116,0,0,3,102.2429080844,39.4532156603,0.1793636234,0.2671550629,62.1740042367,0,63040000.0000001,309641000,0.2671550629,53584000.0000001,0.0338166039,-1060067000,0.0759903679,1.4537095034,40.6962593977,1.5577504667,0.567511706,0.0506081568,0.2961647966,0.1426794694,0,0,10,30,0,0,0,0,0,0,2,9,0.526,10,0
北京雷动云合智能技术有限公司,0.0431967597,0.901643386,14,14,-108.0033751055,6.5560607008,2,0,2,5.43,5.43,6.635206072,-2.5269853667,18.36,0,-61748000,-27203000,-2.5269853667,-17.8668929783,-0.7591251644,0.9823492528,-0.8749149853,0,0,0,0,-0.9437838024,7.3947449735,2.0896417332,0,0,35,5,0,0,0,0,0,0,2,7,0.4925,10,1
北京青元盛康生物医药科技有限公司,0.7400574571,3.413444339,11,11,217.9158106486,2.5867356562,4,0,2,317.3820195783,284.7000569118,1.8004430918,0.2205573397,27.8805046104,0,23302670999.9999,101013648000,0.2205573397,0.0184127358,0.0141856027,0.3295327778,0.0167191437,4.7726287608,0.7175334707,3.7775014481,0.4348769743,0.0221516221,1.621194406,0.0609279786,0,0,0,5,0,0,0,0,0,0,0,3,0.59,10,0
北京韦加无人机科技股份有限公司,3.0489661443,34.005167528,11,11,8160.9599668977,2.1830909352,4,0,8,85.8446226154,16.475532209,0.0387061096,0.0341830242,31.4300908579,0,171161000,3091000,0.0341830242,0.7234996336,0.5949246095,0.866826375,0.8679927209,0.4277424326,-2.0961720388,0.1277198355,0.093259692,2.6244441316,-104.2957780904,3.7540690425,0,0,48,19,0,0,0,1,0,0,7,6,0.56,10,1
北京韦德意尔科技发展有限公司,0,0,14,14,0,1.5889852267,0,0,2,258.3366124691,226.4240630853,0.1177340891,0,38.6247021059,0,400000.000000004,0,0,200000.000000004,0.0024317883,-185652000,0.0019810807,9.146436047,1.8434530017,516.5556641904,1.1274013841,0.0020196512,-0.5107649393,-0.0347967936,0,0,5,6,0,0,0,0,0,0,0,2,0.9623,0,1
北京韩建河山管业股份有限公司,1.3676231383,2.1907010802,5,5,12408442000,0,12,0,11,101.8204120064,79.9797773148,0.1400343516,0.2090869659,67.6994910634,0,922036000,1863129000,0.1941480554,-0.0240899704,0.0650464203,0.9999999999,-0.0652859426,0,0,0,0,922036000,0.4242016897,0.0025988267,0,0,79,0,0,28,0,0,0,17,34,20,0,6,0
北京韵盛发科技有限公司,0.4445364775,4.0446587328,10,10,-92.2401878412,5.2951317542,4,0,0,594.0786530562,404.8314286876,2.5288542629,-4.9672615817,15.9126354959,0,-58040000,-122140000,-4.9672615817,-0.8937893513,-0.3756026533,0.5483314513,-0.4466814432,0.6231357583,0.2386800431,3.4328159781,0.1876524822,-0.468506571,1.0845180382,7.7203720248,0,0,5,13,0,0,0,0,0,0,0,19,0.4453,10,1
北京飞扬天下网络科技股份有限公司,0.3976419403,0.9860175865,10,10,19.9010375244,0.9930339035,6,1,6,156.7316775999,156.7316775999,0.3408085576,0.4882000257,50.17520544,0,12897000,55295000,0.4882000257,0.1661023649,0.0571333643,0.6288798449,0.1042481684,25713000,0.4001649589,0.5332876943,0.1139079004,0.2315439815,0.2441635883,0.5646270252,0.5178,1,0,104,0,7,0,2,0,7,2,2,0.9985,10,1
北京首科化微电子有限公司,0.7739984423,1.8818746318,8,8,661223000,1.52925832,0,0,0,214.4777738166,138.7797064627,0.02743062,-0.1442630685,39.537282158,0,30731000,-57462000,-0.1442630685,0.0418149398,0.0305040801,0.9999999985,0.04539134,0,0,0,0,30731000,0.2402707893,0.3316066555,0,0,15,0,0,4,1,0,1,4,0,1,1,0,0
北京香溢四海科技有限公司,0.4805232726,2.4136225433,12,12,5162.6910441366,2.9705509586,0,0,0,395.5511148507,395.5511148507,0.8015880942,-1.6678059704,25.1857542084,0,8394000,-31715000,-1.6678059704,0.1741644485,0.1111743904,0.3462538638,0.1114415706,23401000,0.4163730754,82.1084838299,0.3099347005,0.3032514341,422.1788910555,5.4296171822,0,0,0,15,0,0,0,0,0,0,0,1,1,10,0
北京高威科电气技术股份有限公司,1.4400355787,5.0931721806,7,7,49.1182834608,1.6501421059,0,0,13,170.3949011512,114.2261151261,0.180312734,0.0972014188,37.7338161875,0,271344000,147505000,0.0972014188,0.0434914201,0.0674709484,0.145383456,0.064671344,3.7203556619,2.9685084821,2.2085102574,0.7885154868,0.0760864963,0.4850649646,0.0133260968,0,0,2,73,0,0,0,0,0,0,16,20,0.258,10,0
北京高德体育文化股份有限公司,2.1653341208,182.4105788538,11,11,-317.3265397287,0.1326357141,0,0,7,47.6175116791,47.573095318,0.1831884068,0.3274596212,88.2896404587,0,59980000,123858000,0.3274596212,0.1077939658,0.1400070494,0.4375400636,0.8379644395,1282.9090303034,-1.0878156426,0.8680260457,0.5030963535,0.1800909156,0.6625026784,0.1259734488,0,0,1,15,0,1,0,0,0,1,4,5,0.46,10,1
北京高思博乐教育科技股份有限公司,0.4581358586,87000000,12,12,79.0908371901,0.0638703524,8,15,13,90.5147759771,90.5147759771,0.1120114389,0.2464251657,93.9964157706,0,11300000,51700000,0.2464251657,0.1367816076,0.0506272401,0.6965517161,0.8880597015,26000000,-1.306532729,0.7807807573,0.1164874547,0.13730255,36.6665444449,0.9717314402,0.3191,1,3,21,0,4,0,2,0,13,1,17,0.2391,30,1
北京高能时代环境技术股份有限公司,0.4621079146,8.3311528473,5,5,-30.6966869886,1.4136258091,12,0,60,138.7714826403,80.5258691847,0.6742944138,-0.1911205844,41.4314415638,0.0184458722,1251393000,-2314261000,-0.186043354,0.1486834856,0.0416797965,0.2921622907,0.065656628,0.7497900864,1.1263944675,0.4000070649,0.1761325642,0.1897486339,-0.1925900203,0.9064782732,0,0,251,6,0,11,0,0,0,10,11,20,0.1089,7,1
北京鸿仪四方辐射技术股份有限公司,2.9719855014,33.0483256973,8,8,16.3020159332,1.4323758064,0,0,1,97.9127717164,97.9127717164,0.6300750577,1.4560858787,41.1121090149,0.3132025042,132196000,208727000,0.5049545418,0.2717698778,0.131480614,0.6084010955,0.1914680881,140408000,-46.9278231711,0.162305438,0.1396481741,0.4463336717,0.446445651,0.032270749,0,0,20,0,0,6,1,0,0,3,0,20,0.6673,10,0
北京鼎实创新科技股份有限公司,1.4973856959,10.30219189,12,12,-134.8696736295,6.7150868286,0,0,0,710.2141988589,509.4284912543,3.2962301659,-0.5775885719,12.9617730144,0,787000,-6174999.99999998,-0.5775885719,0.0037292757,0.0095415914,0.691701476,0.0059061151,1.55515692,0.5117109582,5.0950846924,0.4047356312,0.0070461626,-0.7065951981,-0.0429440017,0,0,7,13,0,0,0,0,0,0,0,3,0.52,10,0
北京鼎普科技股份有限公司,0,0,6,6,0,1.1090218092,0,0,3,182.5790212677,180.424001877,0.7178304107,-0.0054750735,47.4153651399,0.2275572007,109575000,-4456999.99999997,-0.0036863043,93039000,0.0429713634,-313682000,0.0693863153,17.0161308205,0.4440606506,0.2806468957,0.1170664255,0.1011219156,-0.8449075463,0.1060140054,0,0,34,83,0,3,0,1,0,2,0,3,0.4545,10,1
北京鼎汉技术股份有限公司,0,0,5,5,0,5.9463916799,12,0,12,693.7722790342,604.4015595783,2.2764792163,0.1085618841,15.0062235546,0.0727281018,2033030000,177310000,0.0579297727,1747082000,0.0996744376,-4792590000,0.1007781008,3.2383352791,0.4874130439,0.5214072781,0.2317463645,0.3366870155,0.76683322,-0.31961298,0,0,95,9,0,1,0,0,0,0,14,10,0.3752,10,0
北京龙盛世纪科技股份有限公司,2.5491027386,7.5154069549,10,10,300.6162441144,0.850597608,0,0,2,183.6653386454,177.9065555958,0.0615718941,0.0048895328,54.036598493,0,1700000,2700000,0.0048895328,0.0004641628,0.0016635679,0.0217769698,0.0025548222,79.4654063061,5.4696969579,328.1817755608,2.4728446986,0.0006586339,-0.8152173027,0.017727318,0.4784,1,0,2,0,0,0,0,0,0,0,7,0.3218,10,0
北京龙翔达信息技术有限公司,0.8031699145,1.4749958756,6,6,62.4014633673,1.5401551464,0,0,0,253.4483621511,205.3546923685,0.6043815884,0.21715342,39.3676740938,0,407668000,269014000,0.21715342,0.1369190187,0.1295502249,0.394305503,0.1809656835,2.5407456226,0.7963185752,215.4512929901,0.4810484952,0.1928716571,0.1084604057,-0.0433712129,0,0,0,49,0,0,1,0,1,2,0,6,0.682,0,0
北京龙腾佳讯科技股份公司,2.6273885071,10.0609752008,13,13,2474.9752502475,-0.0425354459,0,0,2,78.565471226,49.9582985822,0.0825688067,0.0400333608,104.4425087108,0,7500000,4800000,0.0400333608,0.0238383837,0.0653310105,0.3208080795,-1.1568627451,4.8017491311,-6.4085605606,7.995145243,1.434668977,0.0307377048,-0.7533332831,-0.0852589635,0,0,0,13,0,0,0,0,0,0,0,7,0.6433,10,0
北大医疗信息技术有限公司,0,0,9,9,0,0.3702007148,0,1,3,140.3567789128,129.4100813209,0.4108293513,0.0784249658,68.8972801273,0.3214796194,16827000,197776000.000001,0.0646692834,18472000,0.0040155697,-1469587000,0.0163155566,2.0156472645,1.2718232589,2.8460823429,0.3500158336,0.007838762,-1.1342012686,0.1702786507,0,0,50,79,0,2,0,0,0,2,6,2,0.7,10,1
北斗天汇（北京）科技有限公司,0.9500309426,21.6892323179,0,10,213357000,5.5605795557,3,0,10,383.7776410677,203.4109162993,0.8014627841,0,15.2425555857,0,3930000,0,0,0.0184198315,0.0102367209,0.9999999953,0.0120776658,0,0,0,0,3930000,0.7695120222,-0.1396216602,0,0,32,23,0,0,0,0,0,0,1,20,0.4896,10,0
医养康（北京）健康管理有限公司,0.2550876765,3.6784729356,11,11,4.4674912132,0.1537030419,0,0,0,96.5824094284,65.4563377078,0.0580882071,-0.1735984349,86.6782298894,0.0093764157,-22429000,-32052000,-0.1733458796,-0.4930750859,-0.1051425089,0.8604466923,-0.7892532902,0.1004019541,-0.914421698,0.16487127,0.0270485654,-0.33004208,1.0318293726,0.0500356868,0,0,0,27,0,0,0,0,0,0,0,3,0.7,0,0
华克医疗科技（北京）股份公司,0,0,10,10,0,1.7076611484,0,0,1,258.1725091173,178.9042322617,0.0615566309,0.6920610979,36.9319775008,0,109281000,106648000,0.6920610979,92429000,0.26190208,-217789000,0.3512313942,1.6990847479,0.851497656,10.6929412317,0.4974128767,0.39008449,1.0068866544,0.4444125186,0,0,14,1,0,0,0,0,0,0,0,5,0.5806,10,0
华夏文广传媒集团股份有限公司,0,0,11,11,0,5.6458319613,0,0,0,594.3952469891,593.8102445203,0.091920525,0,15.0470249815,0,36593000,0,0,35965000,0.0295515224,-194281000,0.0341887573,178.0172678741,0.2106424713,1.4837394841,0.1567006761,0.1548241599,1.0436134761,0.0008527161,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
华海（北京）科技股份有限公司,1.5491024255,8.2787809449,10,10,-815.0009055566,0.9462540686,0,0,1,154.2345276873,123.3550488599,0.2026058625,-0.0488599347,49.9674479167,0,58300000,-15000000,-0.0488599347,0.0610770279,0.0948893229,0.1472392636,0.1457384515,5.4145706382,3.749549527,4.4308019558,1.0161132796,0.0879867189,-12.0000022642,2.8208955048,0.636,0,0,14,0,1,0,0,0,0,0,2,0.75,10,0
华清科盛（北京）信息技术有限公司,1.4278215858,6.3671379747,12,12,59.9842762043,0.3555892828,4,0,1,77.408896914,77.408896914,0.4528890162,0.2515594119,96.0959066172,0,3601000,6130000,0.2515594119,0.1337021448,0.1420064674,0.3830987865,3.6373737374,16521000,-3.0010904634,2.5436485691,0.6515103458,0.154304317,-1.7927693547,0.3144989729,0,0,22,3,0,0,0,0,0,0,1,9,0.4336,7,0
华贸广通供应链管理（北京）股份有限公司,0,0,8,8,0,1.3428171733,0,0,4,252.0465807991,242.1339723479,0.7534118399,-0.5264145264,43.821362456,0.0698197385,-598310000,-100173000.000001,-0.4733559184,-634580000,-1.2389371368,-455595000,-2.339042901,24.0666371168,1.5690136604,137.7750719954,0.9400462167,-1.0044235514,0.0647669039,0.5670788872,0,0,0,8,0,0,0,0,0,0,0,2,0.2106,0,0
华通远航（北京）科技发展有限公司,0,0,12,12,0,0.713830527,0,0,1,169.7464250083,118.7828400399,0.0987861648,0.0106252078,58.3491037041,0,1862000,1278000,0.0104144596,1862000,0.0088535971,0,0.0212566784,0,0,0,0,1862000,-0.1245073985,-0.2784481359,0,0,14,5,0,0,0,0,0,0,0,2,0.95,0,0
卓越运维（北京）科技有限公司,0,0,13,13,0,0.3553148137,0,0,3,119.3600490128,102.6734244897,0.1979726476,-0.2113119215,83.5695501408,0,-185861000,-7588000.00000001,-0.2113119215,-185861000,-4.3254671973,-168233000,-26.3259206799,27.942752346,24.0841449821,1550.2912010074,3.8965997836,-0.9999999946,0.6963382865,0.2923396104,0,0,0,0,0,0,0,0,0,0,0,4,0.4262,0,0
博彦科技股份有限公司,1.4060760462,4.1459489464,5,5,203.8423309927,3.2763336365,12,0,19,253.5477566226,253.54300809,1.6247304444,0,27.4573046949,0,129365779163000,0,0,0.8284906778,0.8109874082,1,1.117944963,0,0,0,0,4.3040137179,0.1847040258,0.0593849171,0,0,10,195,0,5,0,1,0,0,8,20,0.1569,10,1
博彦网鼎信息技术有限公司,1.7651318991,4.485261259,8,8,66.5842682758,0.3355155351,0,0,5,114.4219143693,92.1056870936,0.3116687739,0.1891887242,74.8774517118,0,26118999.9999996,450965000,0.1891887242,0.0042477539,0.0082046491,0.106994794,0.0255701391,8.0710446566,12.4889984859,9.4155078096,1.3486572222,0.0054545333,0.4706887443,-0.005363361,0,0,10,66,0,1,0,0,0,0,1,10,0.6429,10,0
叠云（北京）科技股份有限公司,1.6231469675,6.6382121056,14,14,13688000,3.1801971651,6,0,20,600.641025641,578.4188034188,2.5235024761,1.0220790441,16.6114529106,0,13688000,1435000,1.0220790441,0.9999999269,1.6194983436,0.9999999269,1.9421112372,0,0,0,0,13688000,6.8306597079,0.2536338989,0,0,4,32,0,0,0,0,0,0,0,5,0.35,10,1
司姆泰克文化创意（北京）股份有限公司,1.8780592821,6.1987596901,11,11,-33339.7799266422,0.8676537156,0,0,1,172.8651211118,147.4738619391,0.035067211,0,53.5096254083,0,-15410000,0,0,-0.1541215755,-0.2677392453,0.7610565403,-0.5759025338,3.0102297941,1.0489728154,0.0831616987,0.4089929736,-0.1337046859,0.9402720727,2.2838476474,0.46,0,0,0,0,1,1,0,0,1,3,9,0.46,10,1
同力天合（北京）管理软件股份有限公司,0,0,13,13,0,0.7467439841,0,0,3,159.2334607659,157.4718136461,0.6289120664,0.4541404745,57.2496394771,0,37678000,56070000,0.4541404745,31143000,0.1747110021,-105312000,0.3377948913,46.5296337795,1.3838264866,5.3088178509,0.4692686117,0.2264316479,0.105967822,1.7463037968,0,0,3,12,0,0,0,0,0,0,1,4,0.3,10,0
